,sentence,hate,category
6245,আরে পাগল ছাগল জারা খায় তাদেরকে ক জার মাজার তারে কছকে মাওলানা চুদির পুত,1,religion
4938,এসব কুত্তার বাচ্চাদের কেন এখনও চাকরিতে বহাল রাখছে,1,crime
6798,কাউয়া কাদের এত প্রশ্ন করার দরকার তোরে জনগণের ভোট দিছে কিনা। কাউয়া কাদের হাতে হলো একজন ভোট চোর। এত মানুষের কে রডের বদলে বাঁশ দে বিরিজের ভিতর।,1,politics
7812,আমি মিরজাপর দেখি নাই তবে তোর মতো একটা ***** পুএরে দেখছি হ্লা নাস্তিক😒😒 তোকে অনেক লাভ করতাম অনেক বড় ফ্যান ছিলাম তোর বাট আজথেকে তোকে বয়কট করলাম😁,1,celebrity
1680,এই নাটকের পরিচালক একটা রামছাগল নাটকের অ আ ই কিছুই বুঝে না,1,entertainment
6715,শালী তোর কি কোন কাম নাই তুই তাহেরী হুজুরের ভিসা লাগবে বাইরে গিয়া ইউটিউব চ্যানেল কমেন্ট করে খারাপ নাস্তিক ইসলামের দালাল ম তুই এসব সাইরা ভালো কিছু কর তাহলে জাহান্নামের আগুন থেকে বাঁচতে পারবে যদি মুসলমান হয়ে থাকোস,1,religion
633,কুত্তার বাচ্চারা জনগণের টাকা খেয়ে বেশী বেড়ে গেছে সারা জীবন নিষিদ্ধ করা উচিত,1,sports
2569,সব কয়টা বিচারকদের চোদার দরকার 😠😠😠😠😈😈😈😡,1,entertainment
7359,অপু তোর মুকে মুতি,1,politics
2166,মাদার চোদ গুলারে কুতা দিয়ে চোদাব।,1,entertainment
8169,তুই একটা মীর জাফর,1,celebrity
8845,এই বাল চাল নিউজ প্রচার করার আগে একবার ভেবে দেখিস এটা ভুল না ঠিক অতিন বাবুর নামে এইসব প্রচার করিস না,1,"Meme, TikTok and others"
2825,দাড়ি ওয়ালা মাদারচোদকে কালা জুতা মার হালার পুত বিচারক হইছো হালা ফকিন্নির পুত,1,entertainment
4087,জানোয়ারের বাচ্চাদের ফাশি দেওয়া হোক তারাতারি,1,crime
6243,হালার পুত তোরাই তো এগুলো বানাস,1,religion
8364,আপনার এই সুশীল কথা কেউ চুদে না স‍্যার,1,celebrity
3941,এই খানকির পোলারে আইন এর আওয়াতা আনা হোক আর তার চাকরি বাতিল করা হোক,1,crime
9179,এই সব জানোয়ারদের সমাজের সামনে তুলে ধরা উচিত যাতে এদের দৃষ্টান্ত মূলক শাস্তি হয়,1,"Meme, TikTok and others"
8075,"আপনি হলেন মাদার অব ভোট চুরনির দালালী কবুতর।  আপনি তুচ্ছ একজন সস্তা দালাল। ক্ষমা যেহেতু চাচ্ছেন, আপনাকে আমি ক্ষমা করলাম না।",1,celebrity
9195,কুত্তার বাচ্চা মানুষ না,1,"Meme, TikTok and others"
4128,যে ক্যামেরা টা লাগাইছিলো তার বিচার আমিও চাই সালা ক্যান ক্যামেরা লাগালো না😁😁😁,1,crime
1172,হালা টেকনিক্যালি কথা বলছো জাতি বোকা না সবাই সব বুজে। হাজার কোটি টাকা আকরে দরে আছো এখন মিঠা মিঠা কথা বলে মানুষ কে বুজাইতাচো তুমি দোয়া তুলসি পাতা।,1,sports
8668,তোকে চুদার পক্ষে,1,"Meme, TikTok and others"
4222,এই লুচ্চা লাফাঙ্গা গুলোর বউ সুন্দরী হয় তাও কেন যে ছোটে জরিনা সখিনা মর্জিনার পেছনে আল্লাহ ভাল জানে।আসলে কুত্তার পেটে ঘি হজম হয়না।যদি যোগ্যতা সহিত ডিসি হত তাহলে তার মান রাখত ডিসি হয়েছেত ঘোষ দিয়ে।,1,crime
4834,মিন্নি দি এখনো ভাব চোদায়,1,crime
2576,সব কয়টা বিচারক মাদারচোদ কি বাল জানে মাসুদ রানা সম্পর্কে,1,entertainment
1989,প্রভা মাগি চােদার পাগল আমি নেগেটে সব দেখছি শালি একটা মাল,1,entertainment
6973,আওয়ামীলীগ আর হাসিনা বাংলার ফেরাওন আর ছাগল কাদের কাওয়া 👣👣👣👎👎👎,1,politics
5836,এরকম টকশোর মারে চূদি খানকির পোলারা যেত নাস্তিক আছে এই টকশোর ভিতরে দেখতাম শুধু একজন ছাড়া,1,religion
4532,এই ভাবে বোদা পাইতা দিলে সবাই করবে,1,crime
3209,সাউয়ার গান,1,entertainment
3855,ভাই সানজিদা ইয়াসমিন সাধনা কে জামালপুর পতিতালয়ে পাঠিয়ে দেওয়া হোক জন সাধারনের কাজে লাগবে এছাড়া ডিসি আহম্মদ কবিরকে পতিতালয়ের দালাল বানিয়ে দেওয়া হোক,1,crime
2628,হতেই পারে কারন সৃজিতের ধন হয়তো মোটা এবং বড় তাই হয়তো ওর ধন ঢুকে নি,1,entertainment
7803,চু★দার টাইম নাই...,1,celebrity
1410,সব কয়টা হারামির বাচ্চা,1,sports
8257,আ........চোদা৷৷৷৷৷৷৷৷  হালায়....... ওরে যে কোন পাগলে teaching দিসে......? আল্লাহ জানে only,1,celebrity
7386,আমি আজ সাধারন ছাএদের বলতে ছাই তোমরা ছাএলীগ নামক কুওাদের গুলি করে আলাদা আলাদা করে ফায়ার করে মেরে ফেলো কারন এরাতো মানুষ না এরা কুওা সো কুওাদের মারলে কোন বিচার নেই,1,politics
4303,আওয়ামীলীগের ঘোষ্টি রাজাকার অশিক্ষিত মুর্খ আবাল চোরের গরের চোর মাগি পতিতা হাচিনা সরকার এর কুকুর বলে কথা,1,crime
6750,বানচোদ তাহেরি মুনাফিক তুই মিজানুর রহমান খুব ভাল মানুষ,1,religion
6555,শালা তোর কপালে জুতার বারি,1,religion
815,এসব মাগিদের কে কেন এগুলা দেওয়া হয় এগুলোকে ফাঁসি দেওয়া উচিত তবে তার তার তাড়াতাড়ি জেনে নেওয়া হোক এসব মেয়েদের জন্য অনেক ছেলেদের নষ্ট জীবন,1,sports
2404,এই চারজন এর মধ্যে একটা হচ্ছে হনুমান সালায় কয় বছর চুল দাড়ি কাটে না কে জানে। এই সালায় একটা ভন্ড মাজার পুজারি ওর বাপ মায়ের পরিচয় ঠিক আছে কিনা সন্ধেহ আছে,1,entertainment
5397,বাংলাদেশের মানুষ এতই কি পোকা যার তার কথা বিশ্বাস করে ফেলে আরে ওখানে তো কোরআনের বাংলা অনুবাদ কি পাওয়া যায় না পড়ে দেখতে পারে না যতই মানুষ বিশ্বাস করবে তত এইসব ভন্ড লোকের আবির্ভাব ঘটবে শালা কুত্তার বাচ্চা এদেরকে কুত্তা কুত্তা কে অসম্মান করা হবে কারণ সেও আল্লাহর বানানো একটা জীব যে তার মালিককে ভয় পায় কিন্তু এত পায় না,1,religion
9956,দেহ বিক্রি করা মাগিরা,1,"Meme, TikTok and others"
2131,মম খানকি দারিওয়ালা ওর চোদাচুদির লাং,1,entertainment
1797,কোন সালা পরিচালক নায়কের ভুমিকা নাইকাকে দিছে,1,entertainment
3090,মাইয়া মানুষ এর আর কোনো কাম পাওয়া যায় না.. খালি বেশ্যা গিরি করে,1,entertainment
4184,শালা আবাল চোদা রা,1,crime
4564,খন্দকার সোহেল মাহামুদের কোন খতি করতেছে নাকি সে ব্যপারে লক্ষ্য রাখেন সালা লুচু,1,crime
5030,এই খানকির পোলার পুটকির ভিতরে গরম রড ডুকিয়ে দেওয়া উচিত এই বেশ্যা মাগির পেট থেকে জন্মানো ছেলেদের কারনে পুলিশদের সবাই খারাপ দৃষ্টিতে দেখে।,1,crime
8048,"স্যার এখন মাগির দালাল, এম ডি,",1,celebrity
122,তুমি একটা নডির ছাওয়াল আশরাফুল তোর গুদে বাঁশ দিতে গেছে মাগীর পুর,1,sports
179,দুই বছর পর কল ট্রাকিং এতদিন কি বাল ছিড়ছে আকসু,1,sports
9250,শুওরের বাচ্চা এইরকম নোংরা ছবি দেওয়া বন্ধ করে দে সালা কুত্তার বাচ্চা,1,"Meme, TikTok and others"
8095,", কমেন্ট বক্সের কমেন্ট গুলি দেখে চোখ সরিয়ে নিলেই কমেন্ট গুলি অদৃশ্য হয়না। থেকে যায়, তাই সাহস সঞ্চয় করে কমেন্ট গুলি পড়ে নিজের উপর হড়হড় করে বমি করেন।",1,celebrity
6429,পাগল ছাগল গরু মগা তাহেরি,1,religion
9737,সালা শুধু লোকটাকে তুলে নিয়ে গেল কেনবৌটাকেও তোলা উচিত সামনে দাঁড়িয়ে মদত দিচ্ছে এইসব কুলাঙ্গার ছেলে বউ থাকার চেয়ে না থাকায় ভালো শিক্ষিত ছেলের কি কাজআবার বলছে রাগে করে ফেলেছিক্ষমা চেয়েছি সালা ওকেও ঐভাবে মারা উচিত,1,"Meme, TikTok and others"
4992,চোরা মাগির পুতেরা।তোদের জন্য দেশটা ধংসের পথে।,1,crime
1157,হালার ফুতেরা মুসফিক যদি গালি শুনে থাকে তুমার ভাবারে যে পাশে চিল তারা শুনত না,1,sports
9003,ওর সাহস হলো কিভাবে আমাদের ভালবাসার মানুষ হজরত মুহাম্মাদ স রে গালি দিলো বেজন্মা এই খানকির পোলা রে পাইলে মদের বতোল ওর গুয়ার ভিতর দিয়ে দিতাম আমার মনে হয় ওর জন্ম মাগি পারায় বই ছে কতো জন যে ওর বাপ ও নিযেউ বলতে পারবে না,1,"Meme, TikTok and others"
1532,শালা পাপন তুই আসলে একটা বাইঞ্চোদ হারামজাদা,1,sports
8992,কুত্তার বাচ্ছা মাগির পোলা তর পাছা দিয়া গরম ডিম দিয়া ফাটায় দিব,1,"Meme, TikTok and others"
7859,ছাগলের বাচ্ছারা সব জায়গায় কাঠাল পাতার স্বাদ নিতে চায়।পাকিস্তানের ফেলে যাওয়া উচ্ছিষ্ট এরা কোন সন্দেহ নাই। আপনি এগিয়ে যান স্যার এইসব পরিচয়হীন দের আব্লামী তে কিছু যায় আসেনা,1,celebrity
9110,ময়ূরী দুধ সবচেয়ে বড়,1,"Meme, TikTok and others"
1535,এই মাদারচোদ বছর নিসেধাজ্ঞা দিছে নাকি বছর দিছে?উল্টা পাল্টা নিউজ দিয়া মানুষ কে বিভ্রান্ত করস ক্যা?,1,sports
9259,নাস্তিক চ্যানেল নাস্তিক তুই শয়তান মাগি,1,"Meme, TikTok and others"
5517,টা কুকুরে বাচ্চা কুকুরে বাচ্চাকে জুতা মারবেন কেকে,1,religion
2605,মম মাগি কয় কী কোন পতিতালয় থেকে আসছির রে ফারিয়া মাগি রে তো ভালই মনে করতাম,1,entertainment
6127,কুত্যার বাচ্চা,1,religion
9141,সালায় একটা ছোট লোক,1,"Meme, TikTok and others"
7458,তোর মারে চোদার কথা কেউ ভুলে নাই,1,politics
2177,এডমি আপনি পাবলিককে কি বুঝাতেছেন রাজিব অপুর্ব চোদে প্রভার বোদা পাকা করে পেলেছে এখন প্রভার বোদায় হাতির ধন ডুকালেও সমস্যা নাই হয়তো আবার কারো সাথে চোদা দিয়ে গোসল করেছে?,1,entertainment
7990,"অপরাধী - জাফর ইকবাল ভার্সন :p === === === === ===  ﻿একটা সময় স্যার জাফররে সবই ভাবিতাম, তার বইগুলা সব যতন করে আগলাইয়া রাখতাম। তার গোঁফের নিচের হাসি দেইখা দুঃখ পুষাইতাম, স্যার বৃষ্টির নিচে কাঁদলে পরে হারাইয়া যাইতাম!  ওরে মনের খাঁচায় স্যার জাফররে দিয়াছিলাম ঠাঁই, এখন মোদের জন্য স্যারের মনে কোনো জায়গা নাই। ওরে হাতুড়ির ঘায় বাংলাদেশ আজ পঙ্গু হলো রে, এমন সময় স্যার আমাদের ফুটবল শেখায় রে!  ওরে ও জাফর স্যার, তুই অপরাধী রে! আমার কৈশরের সেই ভালোবাসা দে ফিরাইয়া দে! আমার আবেগ লইয়া পল্টি মারার অধিকার দিল কে?  স্যার তুই বড় অপরাধী, তোর ক্ষমা নাই রে!  স্যাররে স্কুল পলাই বই মেলাতে দেখিতে যাইতাম, আমি টিফিনের সব টাকা জমাই ফিকশন কিনিতাম। ওরে রাইতের পর রাইত জাগিয়া গল্প পড়িতাম, রাতুল-রুহান-রাশার সাথে হারাইয়া যাইতাম!  অহন দালালিতে পূর্ণ কলাম পড়ি ক্যামনে, যা পড়িলে হড়হড়াইয়া বমি আসে রে! স্যারের সুশীল বেশী ভণ্ড নীতি দেখলে মনে হয়, স্যার তো শুধু দলের এজেন্ট, মোদের কেউ নয়!  ওরে ও জাফর স্যার, তুই অপরাধী রে! আমার কৈশরের সেই ভালোবাসা দে ফিরাইয়া দে! আমার আবেগ লইয়া পল্টি মারার অধিকার দিল কে?  স্যার তুই বড় অপরাধী, তোর ক্ষমা নাই রে!  ---  Mozammel Hossain Toha",1,celebrity
2351,নিউ জেনারেশন দারা হবে শুধু টাইট ব্রা,1,entertainment
9177,তোর মার ভোধা,1,"Meme, TikTok and others"
3502,কিসের বিচার চায় নাটক করে। ডি সি আর এই বেশ্যাকে আদালতে নিয়ে জনসম্মুখে বিয়ে দিয়ে দিন। ঝামেলা শেষ । তারপর ঘন্টা ফ্রি স্টাইলে চলুক 😄😄😃😁,1,crime
2134,আপনি কি বললেন আমার সবাই মমো এই খানকি মাগি কে চিনি,1,entertainment
1480,তোদের মতো পাগল ছাগলের কারনে আজ দেশের মানুষের এই অবস্থা তোরা দেশে গুজব ছড়িয়ে দিছশালা কুওার বাচ্চারা।।,1,sports
2793,"পরিচালক একটা গাধা,,,,<br />এত সুন্দর একটা নাটক এই ভাবে মিল ছাড়াশেষ করে দেওয়ার কোন মানে হয়...!!!!<br />হালারপো হালায় তারছেরা পাগল,,,,<br />আরো কিছু কাহিনি যোগ করে মাতাব্বরের নাতনির সাথে মিল দিয়ে দিলে নাটকটা আরো অনেক সুন্দর হতো,,,,<br />আপনারা কি বলেন....??????",1,entertainment
4843,এক জনে চুদছে চুদুক নারে ভাই সমস্যা কি। চুদস কি খারাপ। এটা মজার জিনিস,1,crime
9780,নটি মাগি তুই জাকির নায়কে কি বলচি এত বাল মানুষ,1,"Meme, TikTok and others"
9934,মদিকেজুতামারিএখন,1,"Meme, TikTok and others"
4762,সালার কি বউ বাচ্চা নেই। এতো শরম নিয়ে কি ভাবে আবার কথা বলছে ক্যামেরার সামনে ছিঃ। তাকে আইওনের আওতায় আনা হোক,1,crime
7191,সালারে কাউয়া না কইলে কি বলবে সালায়তো সত্যিই কাউয়া রাজাকার দালাল নোয়াখালীর খাটাশ গরু চোর,1,politics
6041,মূর্খ শালারা নাস্তিকের বাচ্চারা হুজুরকে তো কথা বলার সুযোগই দেয়া হচ্ছে না আর জানিনা এই নাস্তিক কি ধর্ম পালন করে কোন ধর্ম ব্যাপারে তাদের কোন আইডিয়া নাই আমি ওইখানে উপস্থিত থাকলে শাহরিয়া কবির কে ঘুশি মার তাম,1,religion
9636,ওরে খানকির পোলাতোরে খুন করা উচিৎ,1,"Meme, TikTok and others"
3445,শালারে পুইতালা শালারে,1,crime
8149,হ্লারে ফাডা দিয়া ছুত।।,1,celebrity
7765,কনডম ফুটে অাবার জন্ম হইছে তার... ইস! অল্পের জন্য তার জানাযাটা পড়া হলোনা।,1,celebrity
3620,নুনু খারাইছিলো তাই করছে ॥ সরল মনে অন্যায় করছে এত বলাবলির কি আছে,1,crime
1952,পরিচালক নাটকের মত পাগল এইটা কি নাটক হলো। সময়র দাম নাই ।তোরা শালা কুকুর।,1,entertainment
555,"
কুত্তা পাপন",1,sports
4264,তুই মরোশ না কেনো তুই একটা খানকি,1,crime
1163,বিছিবি সালারা বসে বসে গাজা খায়,1,sports
1584,শালা ফকির,1,sports
6151,তাহেরী খানকির ছেলে।,1,religion
9720,বোকাচোদাকে ঝুলিয়ে মারা উচিত,1,"Meme, TikTok and others"
5837,শালার পোলা তর শোনার গোরে বাল ঝালাইছে,1,religion
5261,হালার পোয়া তোরে কয়জনে চুদে,1,religion
5239,এই শালা মাজার পুজারিরে জুতা মারেন তালে তাল,1,religion
7913,বদমাইশ টা তাহলে মরে নাই! পুরো লেখাটা স্ববিরোধীতা  অার অাত্মপ্রতারনায় ভরপুর!!,1,celebrity
9162,আপু তোমার দাদুরে আমার খুব পছন্দ ইচছে করে একবার পুটকি মারতে তোমার দাদুরে যদি না পাই তাহলে তুমি আমাকে একবার পুটকি মারতে দিয়ো,1,"Meme, TikTok and others"
1598,ছাব্বিরকে বাদ দেওয়া হোক,1,sports
7182,অপু উকিল এর পুটকির মধ্যে কেরোসিন ঢেলে দেওয়া উচিত,1,politics
300,বোকা চোদা চেনেল আবাল,1,sports
9660,রস আসলে চুদতে দিও,1,"Meme, TikTok and others"
6947,ছাএ লিগের মাইরে বাপ খাংকির ছেলেরা কোন দিন মানুষ হবে না।,1,politics
3794,সালারা তোদের দেশের লোক বাইরের সব দেশেই আছে তোদের দেশের প্রধান এবং পুলিশরা কি জানেনা কেচিনতে জারা যায় তারা অপরাধি নয় শুধু সাধারণ মানুষকে বিপদে ফেলে কি ভাবে টাকা নিবে এই ধানধা,1,crime
4572,কুত্তার বাচ্চা কে এখনো স্যার বলা হচ্চে আজব,1,crime
4335,চোদানি মাগি তুই মরে যা। যে ভাই এই ভিডিও টা করছে তাকে ধন্যবাদ,1,crime
2858,বিচারক গুলো ব্যবহার কুওার চাইতেও খারাপ।,1,entertainment
5694,দিছে এগুলা কোন হালার পো 😈😈,1,religion
3142,মাসুদ রানা কোন সোনার বাল আর এই দাড়ী ওযালা মাদারচোদ টা কে এরে তো এর আগে কখনো দেখিনা এই মাগির পুত নিজে জানে মাসুদ রানা কে মাদারচোদ রে লাগেটা কেমন শালা চোর দুইটা মাগির সাথে দুইটা মাইগ্যা আসছে বাইনচোদ,1,entertainment
1359,দর্শক একটা না পাঁচটা বলতেই পারে তবে এই ছেলেকে এত কিছু করা ঠিক হয় নাই মূলত দুষ্ট হয়েছে ওই বাংলাদেশের জার্সি পরা গাঁজাখোরের বাচ্চাটার একটা মাগির পোলা নাইতে সামান্য দু চারটা কথা বার্তার জন্য ছেলেটি তার মান ইজ্জত হারালো আর ওই গাজাখোরের বাচ্চা ওর মায়ের কসম বলছে শুনিস নাই,1,sports
4533,হালার নুনু কেটা ফেলা হউক,1,crime
9749,মৌসুমি আর বুবলি এইটা পাগল আর ছাগল আর ফালতু অপু বিউটিফুল,1,"Meme, TikTok and others"
5687,এডমিনকে মনে হচ্ছে পাগল চোদা মাথায় কিছু নাই,1,religion
486,দাদা নান্নু কুত্তার বাচ্চা কে সরিয়ে দিন!,1,sports
7836,তুই নাস্তিক তুই কুকুর তুই হারাম জাদা তুই জারজ তুই আওয়ামী লীগ তুই ভারতের দালাল তুই একটা জানোয়ার।।।।।।,1,celebrity
9554,ব্রেস্টের সাইজ না কইরা পুরোটা কাইটা পালা তারপর সাইজ মত ডাব লাগাইয়া চলবি তাইলে দেশীয় পন্য ডাবের চাহিদা বারবো কিছু কর্মসংস্থানের সুযোগ হইবো তোদের জামাইরা মুখ দিয়া হতাশ হইবো না ডাবের পানি পাইবো,1,"Meme, TikTok and others"
5900,এই সমস্ত কুকুরদের জন্য ইসলাম আস্তে আস্তে ধ্বংস হতে যাচ্ছে,1,religion
8116,জাফর এক বাল👌,1,celebrity
7362,ওবায়দুল কাদির একটা জারঝ সন্তান কারন ওবায়দুল কাদিরের জন্মের টিক নায়,1,politics
1152,নুরু মুরগী চোর সেটা ঠিক আছে কারন সব কয়টাই এক গোয়ালের গরু কিন্তু ছাত্রলীগ কে নিয়ে কিছু বল্লেন না কেন?নুরু জদি চোর হয় তাহলে ছাত্রলীগ হচ্ছে চামার কারন এই গুলা লেখা পড়া করতে জায়না এই গুলা ভার্সিটি যায় সাধারন শিক্ষার্থীদের পুটকি মারার জন্যে ।,1,sports
5382,ছাগলের বাচ্ছারা মন চায় জুতা দিয়া পিটাই।,1,religion
9741,মাদারচুদের বাচ্চারে পাইলে কিজে করতাম নিজেই জানি নাএগুলা কি মানুশ নাকি জানুয়ার,1,"Meme, TikTok and others"
5424,এ হারামি দের মুখে জুতা মারি।,1,religion
8807,চৈতালি রায় মাগি তকে হালালা করবো আর অবিসি কে ভারত থেকে তারাবো,1,"Meme, TikTok and others"
5186,দুর্নীতি বাটবার ঘুশ খোর মাগিবাজ কথায় কথায় পুলিশের ভয় দেখায় অসভ্য জারা বর পদে বসে আকাম কুকাম করে এদের বিচার হয় না,1,crime
8409,"হালার পুত কানা বুদ্ধি জীবি,দিনে  লুট খুন ঘুম চোখে দেখেনা,রাতের  বেলায় জামাত বিএনপি পায়ু দিলে কুকুরের মত ঘেউ ঘেউ করবে",1,celebrity
6189,তোর কি মাগী,1,religion
9702,কূটনীতি চালক ওই শালিকে জবাই করা হোক,1,"Meme, TikTok and others"
8269,"বাংগালীকে কুলাঙ্গার বানাইয়া রেখেছেন আর এখন চাচ্ছেন অন্ধ্য বানাইতে?... আপনার লেখা ও আপনাকে দেখলে  পুরাই মীরে জাফরের বংশধরের মত লাগে। পালানোর রাস্তা পাবেন না,😡..বাংলাদেশের স্টুডেন্ট কুলাঙ্গার? 👿...  কি ভাবছেন?.",1,celebrity
5314,নাস্তিকের বাচ্চা আমি তোরে পাইলে জুতা দিয়া পিটামু,1,religion
9903,তুরে পাইলে কোন করতাম শালার পুত,1,"Meme, TikTok and others"
665,বেশি বড়লোক হতে চায় মাদার চোদগে লাখ তো দূরের কথা চার টাকা ও দেওয়া উচিত নয়,1,sports
3353,সব লুচ্চা,1,crime
8851,এইদরনের সালিদেরকে জদী গুরা অথবা অস্টলিয়ান সার গরু অথবা বিদেশি কুত্তা দিয়ে করলে ভাল হবে,1,"Meme, TikTok and others"
8061,ছাগুদের কমেন্ট পড়তে আসলাম। খুব জ্বলা জ্বলছে ছাগুরা।,1,celebrity
642,"বালের নিউজ সম্প্রচার করে সময় টিভি বাল,ক্রিকেটারের বিরুদ্ধে সব আজায় খবর চালায়",1,sports
9242,তোর মারে আমি চুদি,1,"Meme, TikTok and others"
176,ভোকচোদ সাংবাদিক! পাপনের অপর্কমের কথা বলতেই বোকাচোদা স্যারকে অন্য প্রশ্ন করে।,1,sports
6431,এই নাস্তিক বাচ্চাদের পেলে কি করতাম বুঝাতে পারবোনা।বাইনচোদের বাচ্চা তোদেরকে এই দেশ থেকে পেটে পেটে বাহির করতে হবে,1,religion
9910,ফ‌িগার বল‌ত‌ে কি দু‌ধের মাপ বোঝা‌চ্ছেন,1,"Meme, TikTok and others"
3438,মাদারচোদ দুর্নীতিবাজ ঘুষখোর হারামখোর লুচ্চা বদমাশ ধর্ষকের বাচ্চা ধর্ষক এখনো গলায় দড়ি মরলোনা,1,crime
786,কি খেলে শালারা,1,sports
6391,ভাই এরা মাওলানা না এরা হচ্ছে শুয়োরের বাচ্চা আমাদের মুসলিম ধর্মে যেমন শূকরের নাম্বার হারাম ঘুষ খাওয়া হারাম তাই ওদের সাথে তুলনা করলাম কারণ দুনিয়ায় অনেক কুকুর আছে কুকুর একটা মান সম্মান আছে শুয়োরের বাচ্চা শুয়োরের বাচ্চা এ সম্বন্ধে কি জানবে হাজী সম্বন্ধে কি জানো তুই তো লেখাপড়া করিস নাই শুধু মাগির দুধ দয়া করে কেউ হাজী সম্পর্কে মন্তব্য করবেন না এদের সাথে হাজির তুলনা হয়না আর লাখো লাখো হাজী মাথা ন্যাড়া করে নে এটা ফরজ কিনা নফল কি আমি জানিনা এই শুয়োরের বাচ্চার ঘন দুলা দিন,1,religion
9065,সালা কুত্তার বাচ্চা সেফু তুই নামাজ ও ইসলাম নিয়ে কিছু বলবি না বল্লে তোর গোষ্ঠী কুত্তা দিয়ে চোদামুসালা মাতালপাগল,1,"Meme, TikTok and others"
9927,সেফু তোর হেন্ডা চিড়ালামু তুই নামজরে গালি দিচস কেন ওরে কেউ দইরা সাউয়া চিড়ালা,1,"Meme, TikTok and others"
3202,হোগা মারা সারা গুগল কি বলে !! তোদের যে কে বিচারক বানাইলো রে তার তো ।।,1,entertainment
4803,শালার কঠুর বিচার চাই,1,crime
7835,"হালকা মুতে শুয়ে পরুন,,সুশীলসমাজের গুষ্ঠিচুদি",1,celebrity
7940,"""জ"" তে জাফর ইকবাল, তুই রাজাকার, তুই রাজাকার....",1,celebrity
91,তুর মাকে কত মানুসকে দিয়ে চুদাভি মাগির পুলা,1,sports
5762,গাদা তুই তোর বাপ নোমান কাসেমীরে চিনসনা ওলিপুরিরে চিনিস । পাগল ছাগলের দল,1,religion
9027,তোর জদি বড় করার ইছে থাকে তহলে তুই বলতি আমরা জ চিলাম টিপে বড়রো করে দিতাম,1,"Meme, TikTok and others"
9504,খানকি তকে চিনি,1,"Meme, TikTok and others"
8237,জাতীয় গর্দভ।।।,1,celebrity
1971,দুরু গরুর ফুয়াইন সেলেটি মাত ফারস না তে নাটক বানানাস কেনে,1,entertainment
2905,নাইনচুদের পুলা গোরে বিচারক বানাইছে কে সালির বেটি তরে পাডা দিয়া লাগামু,1,entertainment
530,পাপন সালার পোলারে পদত্যক চাই কে কে পাপনের পদত্যক চাও,1,sports
3635,আমার পথম থেকে সন্দেহ এই মাগির কথা বলার দরন দেখে৷ এই মাগির চোখ দেখে বুজা যায় এক পুরুষে সন্তুষ্ট নয়,1,crime
996,গালি দিছে তো কি হয়েছে অন্যায় করলে পুলিশ আছে দেশে আইন আছে তোরা খানকির পোলারা ছেলেটার সাথে এমন আচরন করলি কেন পুলিশ খানকির পোলারা কি করছিল,1,sports
5852,কুত্তার বাচ্ছারা,1,religion
4226,এইরকম লুইচ্ছা বদমাইশ খানকির পোলাদেরকে জোতাপিটা করে অফিস আদালত থেকে বের করে দেওয়া উচিৎ।,1,crime
5616,ট্যাপা মাছের মতো পেট মাদারচোদ দেওয়ান মাগির কষ্ট লাগে তাদের জন্য যারা ভন্ডর কথা গুলো বিশ্বাস করে শুনছে।।।,1,religion
2312,সব চুতমারানি বিচারক,1,entertainment
2154,সাউয়া🖕,1,entertainment
5317,তাহসিন ভাই এই দেওয়ানবাগী কাফিরকে আরো বেশি করে রোস্ট করেন সালারা বন্ড ফেরাউন বংশধর ওকে প্রকাশ্যদিবালোকে ফাসি দেওয়ার দাবি জানাচ্ছি সরকারের কাছে তাহসিন ভাই চালিয়ে যান দোয়া রহিলো আপনার প্রতি,1,religion
1427,তোদের কোটি মানুষের কপালে হিছা মারি শালার পুতেরা কুত্তার বাচ্চারা তোদের সমস্ত বাঙালি জাতিকে বলতেছি তোদের কারণে আজ দেশের এই অবস্থা শালার পুতেরা গরিব ভাত চিকিৎসা পাচ্ছেনা আর শালা রা লুচ্চামি করার লুচ্চামি করার সুযোগ করে দেয়,1,sports
8630,চাইনা আমরা মোদী সালা,1,"Meme, TikTok and others"
6032,কুতার বাচারে মাইরা লামু,1,religion
4415,খানকির পোলারে জুতা দিয়া পিডান দরকার মাদারচোদ ডিসি হইছে তো দালালী করে,1,crime
8818,শালা কে ফাসির থেকেও জঘন্য শাস্তি দেওয়া দরকার,1,"Meme, TikTok and others"
3085,কোন মাদারছোদরা যে এসব ভিডিও করে।,1,entertainment
7798,হালার পুত মরেনি?,1,celebrity
9153,এরে জবাই করে দে কেউ,1,"Meme, TikTok and others"
8209,এই হালার পুতের কি লজ্জা শরম কিচ্ছু নাই! কেমনে এত কথা শুনার পরেও বারবার দালালি করে?!,1,celebrity
9573,পূর্ণিমা অাপু হ্লারপুতরে ভালোই হেরেসমেন্ট করছে ৷,1,"Meme, TikTok and others"
9534,কে কে মোহাম্মাদ চুদির ব‍্যাটা সুপ্রীমকোট যেটা বলতে পারেনি তুই কোথায়পেয়েছিস মাদার চোদসালা কাফেরের বাচ্চা,1,"Meme, TikTok and others"
495,এই আবালচোদা শামিম ছাড়া আর কোনো ভাষ্যকার নেই?,1,sports
3749,এই লুইচ্চা কে অতি দূত চাকরি থেকে বাহির করে দেয়া হোক যদি না হয় তবে বুজবো এইটা ও আওয়ামীপন্থী পুলিশ,1,crime
