sentence,hate,category
আমি ঐ মেয়ের ফাঁসি চাই,0,religion
"জীবনে যদি কখনো, বই লেখার সৌভাগ্য হয়, তাহলে সর্বপ্রথম বামপন্থিদের নিয়েই লেখবো এবং বইটির নাম রাখবো 'ভূতের বচ্চা জাফর ইকবাল'",0,celebrity
ভিডিও কে ছাড়ছে তদন্ত হবে তার বিরুদ্ধে😂,0,crime
সবচেয়ে সহি হাদীস বুখারী হাদিস।,0,religion
আগুন নিবার এক মাত্র অসুদ পানি তাই দিয়েছে,0,politics
হিন্দি গান দিয়ে নাচানাচি করে আবার হিন্দি ফিল্ম দেখতে গেলে অবরোধ চালু করে শিল্প সমিতি বলে হিন্দি ইন্ডিয়ান সিরিয়াল বাদ দিতে হবে মাগির পোলা জাতীয় দলের ওরা । পারেনা খেলতে। ক্রিকেট পক পক করে নাচে।,0,sports
এইটা ইসলামি সংগীত,0,religion
ওডা পাগলা এটা কোন বেপার হলো বছর রাজনৌতিক করে একজন মন্ত্রী কোটি ঘড়ি পরতে পারে নোয়াখালী মানুষ তোর মত পকিরনি না,0,politics
দেব এর কথা গুলো মনে হচ্ছেসে এর প্রতিনিধি তিন মোরলের গন্ডি তারা ভাল ভাল প্লেয়ার দের ফাঁদ তৈরি করে এবং সে ফাঁদে ফালানো হয়,0,sports
কখনো বিয়ে করবে না কিন্তু বিয়ে ছাড়াই বছর বছর বাচ্চা নিবে,0,sports
ভাই তো গলা অনেক সুন্দর,0,religion
যারা কমেন্ট করেন তাদের দৃষ্টি আকর্ষন করে বলতেছি যে নবীর কলমা পরে আমরা মুসলমান হইলাম সে নবীর অক্ষর জ্ঞান ছিলনা যে নবীর হাদীস পড়ে মানুষ বড় আলেম হয় এখন নাকি সে নবী নিরক্ষর হয়ে গেছেন মানুষ কত বড় মূর্খ হলে এইরকম কথা বলতে পারে যে নবীর শানে একের পর এক বেয়াদবী করতেছে সে কিভাবে মানুষের প্রিয় বক্তা হয় যে কুরআন হাদীস পড়ে নবীর শান পায়না সে আবার কিসের বক্তা ? মহান আল্লাহ বলেন পৃথিবীর গাছকে যদি কলম বানানো হয় আর সাগরের পানিকে যদি কলমের কালী করা হয় জমিনকে যদি কাগজ বানানো হয় তার পর ও আমার হাবীবের শান বর্ণনা করে শেষ করা যাবেন। নিশ্চয় আযহারী একটা বলদ এতে কোন সন্দেহ হয়।,0,religion
হায় হায় দেশ টা কার হাতে দিমু🙅‍♂️ কি সুনতাছি এই গুলি,0,crime
ভণ্ডা বওাঃ,0,religion
দেওয়ানবাগী ও তাহেরীর গালে জুতা মারো তালে তালে।,0,religion
ভাই আমার জানা মতে ভারত পাকিস্তান ও বাংলাদেশ মানুষ ও ভাষা আচার অনুষ্ঠান রং ঢং এক রকম তাই হিংসা বিন্ধেস বাঁধ দিয়ে এক হলে চিন আমেরিকা পতলা পায়খানা করে দিবে,0,"Meme, TikTok and others"
মুফতি মাসুদ এটা কি করলো? কলিজায় তীর মারলো!,0,religion
যতদিন সাকিব নাই থতদিন খেলা দেখবোনা,0,sports
"আমার ভাইএর রক্ত লাল, জাফর কোন *********ল",0,celebrity
সুপারহিট অন্তত ভাই,0,entertainment
আল্লাহ ওদেরকে কখনোই ক্ষমা করবেন না জাহান্নাম আমি দোয়া করি,0,religion
যার লজ্জা বলতে কিছুই নাই সে এই ইতর যার নাম তাহেরি নাকি তেহারি । জাহান্নামের প্রথম কাতারের লোক তাহেরি এই কথা যে পাগল সেও বিশ্বাস করবে তাহেরি নাকি তেহারি যে একজন ভন্ড।,0,religion
গেদগু গেদগু,0,religion
রুবেলের রক্ত পিপাসা মুভিটা চাই।,0,entertainment
"রুশো কি টাকার জোরে নায়ক না অভিনয়ের গুণে, না কি ইন্ডাষ্ট্রিতে নায়ক সংকট।",0,entertainment
বাংলাদেশ আর পাকিস্তান হাত মিলিয়ে দিক থেকে ইন্ডিয়া কে ধরে ছিবাই শেষ করে দেওয়া উচিত,0,"Meme, TikTok and others"
ভিদায় পিতীবি 😂,0,celebrity
নাটকে কথার সাউন্ডনাই কেন,0,entertainment
"আগেই বলছিলাম নিলয় ফিলয় রে বিয়া করার দরকার নাই,,, আমি তো আছি, নাকি",0,entertainment
হাসি পায়,0,celebrity
প্রতিটি খেলোয়াড় কে অনুরোধ করবো আন্দোলন শুধু শাকিবের স্বার্থের জন্য ছিল না প্রতিটি খেলোয়াড়ের এই স্বার্থের জন্য ছিল সাংবাদিক সম্মেলনে পাপনের কথায় বোঝা যায় যে এই নিষেধাজ্ঞা আইসিসি নয় বিসিবির তাই সবাইকে ভারত সফর বয়কট করতে হবে,0,sports
পাপন হয়েছে ভারতের দালাল ।,0,sports
যে জাকের নায়েক সম্পর্কে খারাপ মন্তব্য করবে সে সঠিক মায়ের সন্তান নয়,0,"Meme, TikTok and others"
ছবি টা দেখে সবার শিক্ষা নেওয়া উচিত,0,entertainment
এ মানুষ,0,"Meme, TikTok and others"
কাদের এর সুনামে খাটাস হয়েছে এবার কচ্ছপ হবে,0,politics
এই লেখাটা পড়তে গিয়ে পেটের ভিতর মোচড় দিয়ে বমি আসছিল।স্যারের আমি একজন বিরাট ভক্ত ছিলাম কয়েকদিন আগেই।কিন্তু কয়েকদিন তিনি সাধারণ ছাত্রদের আন্দোলনের বিরুদ্ধে কথা বলার পর বুঝলাম উনি একজন স্বার্থপর ব্যাক্তি।,0,celebrity
সাপ 🐍 উঁকি দিছে 😂😂😂😂😂,0,celebrity
যে শালা ওয়াজ করতে আসবে সেই শালাদের অস্ত্র টুপি পাঞ্জাবি খুলে নিতে হবে । সাইনবোড খুলে নিলে ব্যবসা বন্ধ হবে এদের ।,0,religion
"স্যার আপনার পোস্ট না পড়েই কমেন্ট করতে আসলাম,,,কি কমেন্ট করবো একটু বলে দেন।",0,celebrity
তাসিন ভাই আপনি আমাদের মত মানুষদের মনের কথাই বলেন ধন্যবাদ।,0,entertainment
কাউয়া মরল না কে,0,politics
আজ থেকে ১৪ মাস আগে দেখেছি ꫰কাতারে এসে দেখেছি꫰,0,entertainment
ভাই সেই হইচে,0,politics
ছাত্রলীগেএর সন্ত্রাশীদেরকে প্রতীহত করতেহবে।,0,politics
এই বালের নায়িকা টারে আমসর কাছে পয়সার ও ভাল লাগে না মুখের ফাক কত বর। আমার কাছে খালি তৃষা আর মেহজাবিন চৌধুরী আর ওপার বাংলার সবচেয়ে ভদ্র নায়িকা যার কোন হিউমার নায় কোয়েল মল্লিক রে ভাল লাগে,0,entertainment
বাংলাদেশের নায়ক এবং নায়িকার শিল্পীরা সবাই মৃত্যুর আগে চলার জন্য বাংলাদেশ সরকারের কাছে অনুদান চায় ওরা লাখ লাখ টাকা কামিয়েছেন একটাকাও দেখাতে নাই কারণ এ টাকা হল হারাম এইজন্য ওদের শেষ বয়সে এই করুণ অবস্থা হতে হয়,0,entertainment
মুশফিকুর রহিম কে গালি দেওয়ার মত এরকম লোক আমাদের বাংলাদেশে আছে আমি প্রথম দেখলাম কারণ মুশফিক ভাইয়ের মতো পিলিয়ার আমাদের বাংলাদেশে এখনো হয়নি আর হবে কিনা তাও সন্দেহ বর্তমানে একজন প্লেয়ার আছে আমাদের নির্ভরযোগ্য মিডল অর্ডার। আজও আমরা তাকে নিয়ে স্বপ্ন দেখি আর মুশফিক ভাইকে আমার পক্ষ থেকে অবশ্যই থাকবে যে আমাদের মধ্য থেকে কেউ না কেউ একটা গালি দিয়েছে ভাইয়া আপনাকে আমি আমার অন্তস্থল থেকে আপনাকে অনেক দুঃখ প্রকাশ করছি আপনি সবাইকে মাফ করে দিবেন আমাদেরকে ভালো থাকবেন।,0,sports
sir তাহলে কি আমাদের জাতিটা নষ্ট হয়ে যাবে????স্যার আমরা কি করতে পারি!,0,celebrity
খালেদা চোর একিমের টাকা মেরেদিয়েছে খালেদা খারাপ মানুষ,0,politics
করিম ভাই ফ্যান্টাস্টিন,0,entertainment
স্যার বমি করার আগেই স্যারের মুখের উপর মতিয়া চৌধুরী ঢেলে দেওয়া হোক!!,0,celebrity
রিফাতের বউ কে গেপতার করলেই সব বের হয়ে যাবে কিন্তু মিন্নিকে পুলিশ দরছেনা কেন এটাইত বুজি না?,0,crime
"ক্রেনিয়াল সায়েন্সফিকশন আমার ফেভারিট একটা বই,,",0,celebrity
"লেখার ধরনটা বলে দিচ্ছে, ইচ্ছের বিরুদ্ধে লেখা; কি প্রয়োজন ছিল;",0,celebrity
প্লিজ সানাই কে প্রবাসে পাঠিয়ে দেওয়া হোক এখানে দুধের অনেক অভাব,0,entertainment
এদিকে স্বামী কে সবাই টেনে হিঁচড়ে নিয়ে যাচ্ছে আর স্ত্রী নাচতে নাচতে যাচ্ছে। আর সবাই তাকিয়ে দেখছে সবাই যদি একত্রিত হয়ে সামনে এগিয়ে যেতো তাহলে হয়ত ছেলেটি আজ বেঁচে থাকত। হায়রে মানুষ,0,crime
পুষ্টের চেয়ে কমেন্টে মারত্মক বিনোদন পেলুম😂,0,celebrity
মিনিকে রিমানডে নেওয়া হোক,0,crime
রিয়াজ শাবনুর এর মুভি দেখলে সত্যিই নিজেকে ধরে রাখা খুব কষ্ট হয়। তাদের অভিনয় দেখলে অভিনয় মনে হয়না কোথায় যেন হারিয়ে যাই,0,entertainment
কি আর বলবো বাংলাদেশের যে অবস্থা দেশের টা বেজে গেছে,0,politics
পুরা পাগলামিতে ভরপুর পোষ্ট। এই পোষ্টে হা হা রিয়েক্ট এত কম কেন? মেহিদী এমপির এরচেয়ে বেশি ছিল। চারের সম্মান রাখবা না নাকি তোমরা? কি যে করো?,0,celebrity
অনেকেই হয়তো আরো জানতে চাইবে বা করাবে কিন্তু লজ্জায় বলবে না তো এক্ষেত্রে নিজে হতে ঠিকানা দেয়া উচিৎ ছিলো,0,"Meme, TikTok and others"
আল্লাপাক রাব্বুল আল আমীনের কাছে আপনার সহজ সহসা সুস্থতা কামনা করছি।,0,celebrity
পাপী পাপন ধংস করবে বাংলার গৌরবের ক্রিকেট। পাপন তারাও ক্রিকেট বাচাও 😠😠😠,0,sports
হ্যালো ম্যাডাম ভারতের ধ্বংস চায় বাংলাদেশ বিএফ বিপক্ষে গেলে ভারতের পাকিস্তান বোম্বে বাংলাদেশ এশিয়া,0,"Meme, TikTok and others"
আমাদের দেশের সংসদে গালি হয় সেই দেশ কতটা অসভ্য হতে পারে,0,"Meme, TikTok and others"
অসাধারণ ‌!!!!!,0,politics
কিয়মতের অালামত,0,entertainment
এরা ছাত্রলীগ নামে কঙ্লক,0,politics
আমি আছিমালেশীয়া থেকে,0,entertainment
ছি ছি ছি ছি ধিক্কার জানাই ধিক্কার রাষ্ট্রের দায়িত্ব নিয়ে অবহেলা ও অপকর্মে লিপ্ত হওয়ার দায়ী এ ডিজিটাল ধর্ষকের শাস্তি দিতে হবে সারা জীবন জন্য বহিষ্কার করার হোক সাসপেন্স করা হোক চাকরি থেকে এখন দেশের যারা অপরাধ করছে তারা সবাই রাষ্ট্রের সকল সুযোগ সুবিধার ভুগ করে তারা অপকর্মে লিপ্ত রাষ্ট্রের কি তাদের বাবদাদা জমিদার সম্পত্তির নাকি যেমন খুশি তেমন করে যাবে অাইন সবার জন্য সমান হতে হবে,0,crime
আমি লেখাটি পত্রিকায় ইতিি পূর্বে পড়েছি ও সংরক্ষন করেছি । ওনার প্রস্তাবের সাথে সর্বতভাবে একমত ।,0,celebrity
আসসালামু আলাইকুম আমি আছান উল্ল্যা আমি যমুনা টিভির সাতে একটু যোগাযোগ করতে চাই কি ভাবে যোগাযোগ করা যায় দয়া করে কেও ভলতে পারবেন,0,crime
কুত্তা র আওয়াজ,0,religion
সব কিছু তো করছে এম পি পুএ,0,crime
যে মানুষ গুলা ওনার মুরিদ তারা মনে হয় গাঁজা মদ হিরোইন সব খেয়ে ওয়াজ শুনতে বসে।,0,religion
এতো দেরি করছে কেন। কুকুর মারতে এতো দেরি করতে হয় না।,0,crime
দারুণ নাচ।,0,sports
আমার একটা ফ্রেন্ড মাষ্টার্শ পাশ করে এখন একটা ফ্রিজের শো রুমে জব করে সেলারি মাত্র আট হাজার টাকা। কতো কস্ট করে পড়া লেখা করতে হয় আর পড়ালেখা শেষ হলে একটা চাকরি মেলাতে আরো বেশি কস্ট হয়।। আর এসব রক্ষক নামের ভক্ষকেরা দেশের মানুষের দায়িত্ব নিয়ে তাদের জীবন নিয়ে সাপলুডু খেলতেছে।।। আল্লাহ তাদের উচিৎ বিচার করবে।।,0,politics
নবিজিরসাতেকােনােকিছুরতুলনাচলেনা,0,religion
রান্না করতে গিয়ে হাতে একটু ছ্যাঁকা লাগলে কেমন লাগে??? আর একটা মেয়েকে পরিকল্পিতভাবে ঠাণ্ডা মাথায় জ্যান্ত পুড়িয়ে মারলো কতটা কস্ট নিয়ে একজন মানুষ মারা গেছে ভাবতেই গা শিউরে উঠে😪😪 বিন্দুমাত্র সহানুভূতি নেই এইসব খুনী এবং তার পরিবারের উপর,0,crime
আবু সাদাত মোহাম্মদ সায়েম,0,celebrity
আজকে ১তারিখ না আজকে ৩তারিখ হয়ে গেছে🙂 সেফাত দাদুর মত মদ খাইছেন নাকি🐸,0,celebrity
ভনড জিলানী,0,religion
তরা তো মাত্র থেকে জন কান্না করছোত আর নুসরাতের সময় কুটি মানুষ কান্না করছি,0,crime
এরা ফেরাউন এর বংসধর,0,religion
আইনের আওতায় আনা উচিত,0,crime
হুম,0,politics
মানুষের রুচি হয় কি দেখে হিজলার চেহারাও তো এর থেকে ভালো 🤣🤣,0,"Meme, TikTok and others"
কাশ্মীর বালুচ ভারোত এর আংশ আছে থাকবে কোনো কেউ বাল ছিরতে পারবেনা,0,"Meme, TikTok and others"
ডমেস্টিকের পাইপ লাইন ঠিক করেন জাতীয় লীগের পিচ্ গুলো ঠিক করেন নতুন নতুন খেলোয়াড় তৈরীর ব্যবস্থা করেন।,0,sports
নাসরিন কে নায়িকা হিসেবে দেখতে চাই।,0,entertainment
ভাই ঈদের গিফট দিলেন নাকি????😁,0,religion
বক্তা সত্যিই বলছেন মাজার পুজারীকে চল্লিশ দিন মসজিদে গিয়ে জাম্মাতের সহিত নামাজ পড়তে বলুন ।ইনশাআল্লাহ ওনি আর মাজার পুজারী থাকবে না,0,religion
দেখিস তোকে ধরবে চিনা রুহিঙা বাংলাদেশিদের মারছে কেন জাতি বলে,0,"Meme, TikTok and others"
"খুন ও ভালোবাসা, ছবিটা আপলোড দিয়েন বস",0,entertainment
"স্যার, এতদিন কোথায় ছিলেন?  রাজপথে  আপনাকে দেখা যায় না কেন?",0,celebrity
একটা ভিডিও ক্লিপ ও দেখলাম না তার আবেগি মন নিয়ে স্বামী হত্যার বিচার চাইতে কান্না জর্জরিত হয়ে ভেঙে পড়তে স্বাভাবিকভাবে সাক্ষাৎকার দিয়েছে টিভিতে তাকে সব বেরিয়ে আসবে এধরনের কিছু মেয়েদের জন্য মারামারি হয় আমাদের দেশে,0,crime
এতে কোনো সন্দেহ নাই যে অচিরেই এদেরও ডিভোর্স হবে,0,"Meme, TikTok and others"
গুলিস্তানের কপি মাল।,0,politics
আল্লাহর আকার তো এই পৃথীবিতে দেখা যায় না তবে আখিরাতে সবাই দেখতে পাবে। আর দেওয়ানভাগি হালায় এটা কি বললো? 😃😂😹,0,religion
ফাঁসি দিয়ে দে এন,0,crime
হুজুর রা পাদ দিলেও দুশ তাইনা। সালা ভাল হ,0,religion
এদের বিরুদ্ধে দ্রুত আইনি ব্যবস্থা নেয়া উচিৎ,0,religion
আমি কনফিউজড! গাঞ্জা নাকি হিরোয়িন?😁,0,religion
সবাই নাকি কমেন্ট পড়তেছে..?😊,0,celebrity
এই হুজুর কে সৌদি আরবে পাঠাইয়া দেন সঠিক বিচার হইবে,0,religion
তুলনা হচ্ছে খালাদা জিয়া একজন সাবেক প্রধানমন্ত্রী ও অবাইদুল কাদের একজন নোয়াখাইল্লা।,0,politics
চাচা আপনার কি মাথার সমস্যা আছে নাকি,0,"Meme, TikTok and others"
লেংটা করে পিটালেই ঠিক হবে।,0,religion
মিন্নি তো ওদের সাথেই হাটি ঐ খানে গেলো তার মানে হিতি মূল অপরাধী হিতিরে ওহ দরা হোক।,0,crime
মুক্তিযুদ্ধ কি ভোট কেন্দ্র দখলের জন্য বা বিনাভোটে নির্বাচিত হওয়ার জন্য?,0,celebrity
ও স্যার কে জুতা পিঠালে ভালো হবে,0,politics
ওরা এখনো ভুল পথে আছে জাতি কি শিখবে সহি কোরআনের আলোকে দাওয়াত দিয়ে মানুষকে হেদায়েতের,0,religion
"বর্তমানে রিয়েলীটি এমন হয়, পরিচালকরা আগে এমন করে, তারপর নায়িকী খ্যাতি পাই,, মিডিয়াতে এইটা পতিনিয়ত চলতেছে,, চলতেই তাকবে মিডিয়া জগতে কোন কেউ ভালো না,,সবাই খারাপ...",0,entertainment
দেশ প্রেম মানে কি দেশের জন্য কারা যুদ্ধ করেছিলেন তারা জদি আজ বাংলার অবস্থা দেখে তাহলে তারা নিজেই ফাশিতে ঝুলে আত্মহত্যা করতেন,0,crime
মিথিলা আর তাহসান যদি ডিভোর্সের পর আবার এক হতে পারে। <br /><br />তাহলে আমি আর তুমি কেন পারবো না।,0,entertainment
প্রভা তুই বাইচা আছস কেমনে?,0,entertainment
তাহেরী একটা বেয়াদব ওকে যা বলা যায় তাই বলছে,0,religion
এতো দেখি এ চেনেল অলার মা তাইনা।।,0,politics
সর্বনাশ,0,religion
আওয়ামিলিগ মিতার রাজা,0,politics
নারী কি না পারে ডি সি এখন হিরো থেকে জিরো ডুবাই,0,crime
এই মেয়ে দোষী এই মেয়ে কে রিমান্ডে নিলে সব বেরেয়ে আসবে আর খুনিদের কে ফাঁসি চাই,0,"Meme, TikTok and others"
তোমরা জারা অডিশনে গেছো কি ভেবে গিয়েছিলে তাদের কাছ থেকে ভালো ব্যাবহারের আসায়,0,entertainment
দারুন ছবি। প্রিন্ট ও ভালো,0,entertainment
বিশ্বরেকর্ড আমাদের বিশ্বনবী হযরত মুহাম্মদ সাল্লাল্লাহু আলাই সাল্লাম বছরে তিনি একটা মিথ্যা কথা বলেননি।,0,politics
ক্রিকেট নিয়ে তামাশা শুরু হয়েছেএবার ভারতে গিয়ে বিশাল বাম্বো খাবে সিউর।,0,sports
কোন নুসরাত মৃত্যু হয়েছে প্লিজ বলবেন।,0,crime
"হাইরে আমিন খান এই নায়কের সাথেও সাইড,,,,,মাহি আর আমিন জুটি হয়ে আসলে ছবিটা আরও হিট হত",0,entertainment
এর ভাষা হারিয়ে ফেলেছি,0,"Meme, TikTok and others"
মুসলিম বলে আগে কোনো ধর্ম ছিলনা,0,religion
ওর শাস্তি দেখে যেন আর কেউ বাবাকে পেটানো সাহস না দেখায়,0,"Meme, TikTok and others"
কনো কথা হবেনা সরাসরি ওর ফাঁসি চাই,0,"Meme, TikTok and others"
মেয়ে ছেলে দুজনই অপরাধ বিচার হবে দুজনেরই,0,crime
আজ পর্জন্ত কোন তদন্তের রিপোর্ট জনগন দেখেনি।।।,0,crime
চিন্তা করবেননামাস পর পাপন বলবে সাকিব এখন আর জাতীয় দলে খেলার জন্য ফিট না!!!!!!!!!!!!!!!!!!!!!!!!,0,sports
দেখুন আপনি যে কাজ করছেন এরপরে আপনি আবার বেঁচে থাকতে চান এরকম নিকৃষ্ট কাজ মানুষের সামনে প্রকাশ হওয়ার পর বাঁচতে মন চায় কিভাবে আপনার এতটাই খারাপ এতটাই নির্লজ্জ হয়ে গেছেন আপনি যার জন্য দেহ ব্যবসায় নামছে,0,crime
অজুর আপনি ঠিক বলছেন তাহেরির মত বন্ড কে নিয়ে আপনার সময় নস্ট কইরেন না আপনার থেকে আমাদের অনেক কিছু শিখার আছে দুয়া করবেন ❤,0,religion
চাদের সাথে মাটির তুলনা হয় না,0,politics
ও একটা ইসলাম বিরোধী ওকে শাস্তি দেওয়া হোক,0,"Meme, TikTok and others"
যে এই ভিডিওটা বানীয়েছে সে নিজেকে খুব চালাক ও স্মার্ট মনে করতেছে আসলেই সে বোকা তার জানার বিতরে অনেক ভুল আছে।,0,religion
🍌 খেয়েছে কে আর 🍌 প্রদানকারীর আজ কি হাল ! 😂 বাংলাদেশ সত্যিই বহুদূর এগিয়েছে ! 😁,0,crime
ববুলি কে চাই না,0,"Meme, TikTok and others"
নিজেদের কেন রাজাকার বলেছে জানেন স্যার?? কারন মতিয়া চৌধুরী  এর বক্তব্য। স্যার মনে হয় মতিয়া চৌধুরী এর বিষয়ে অবগত নন।,0,celebrity
পোস্ট করতে না করতেই বাচ্ছারা কমেন্ট করতে শুরু করে দিছে। ভাল্লাগছে ।,0,celebrity
তাহেরির আরেকটা জিকির খেককু খেককু খেককু এটা আসলে আল্লাহর জিকির না কুকুরের জিকির ছি ছি,0,religion
আওয়ামী লীগ হাইড্রোর মত ক্ষমতা পেলে গোল গোল ঘরে,0,politics
এই চার নাস্তিক কে আল্লাহ এমন সাস্থি প্রধান করবেন যা দুজোখের সব বড় সাস্থি হবে,0,religion
কালা কাউয়া জোশ,0,politics
ওবায়দুল কাদের একজন সাধারণ সম্পাদক তার সাথে চেয়ারপার্সন বেগম খালেদা জিয়ার কিসের তুলনা?,0,politics
মিন্নিকে ফাঁসি দেওয়া হোক,0,crime
সব ছি ছি ক্যামেরার দোষ,0,crime
ভাই তুই একটা জিনিস,0,politics
পাপন কে বিসিবি থেকে বরখাস্ত করা হুক,0,sports
এরা কেমন মানুষ যে আল্লাহ ঘর ভাঙতে চায় আল্লাহ তাদের উপর রহমত দান করেন,0,"Meme, TikTok and others"
এইখানে সবচেয়ে বেশি অপরাধী মিন্নী। তার হাটা চলা দেখেই বুঝা যায় সেই মেয়েই ছেলেদের দিয়ে তাকে মাডার করিয়েছে।,0,crime
টিপু ভাই আপনি কি জানেন যে টিকিটের বড় নেতা আছে ইন্ডিয়ার দালাল যে আপনি তো জানেন না জানলে এত কথা বলতেন না বাংলাদেশকে কিভাবে ডুবেছে পানি খাওয়াবে এদের কামড়ে এটা বাংলাদেশ একটু খাইলে কাউকে ভালো দেখতে পারে না,0,sports
শাকিব নাম্বার ওয়ান হিরো বাংলার,0,"Meme, TikTok and others"
ভাই জুতা আছে আপনার কাছে?? আসেন কবরে গিয়া তারে উৎসর্গ করি,0,religion
আর কয়টা হাহা রিয়েক্ট খাইলে আপনি এসব রম্য পোস্ট দেয়া বন্ধন করবেন? :) 👉👌,0,celebrity
এই কাফিরটা প্রভাবশালী মুশরিকদের আর মূর্খ বর্বর একদল বাংলাদেশীদের ছত্রছায়ায় এই বাংলাদেশে দীর্ঘদিন ধরে টিকে আছে সরকার ও এগুলার নিরব দর্শক।শুনি শুধু এটাতে নাক গলালে ধর্মীয় দাংগা হবে আমি আজ পর্যন্ত বুঝিনি যে যারা বলে ধর্মীর দাঙ্গা হবে তারা এর মধ্যে ধর্মের দেখলো টা কি?তারা যদি এই জঘন্যতম প্রাণীটিকে ধর্মের আউতায় দেখে তাহলে তাদের ঈমান যথাযথভাবে প্রশ্নবিদ্ধ!!,0,religion
এই গুলা সবাই মিলে একটা ক্যাসিনো,0,sports
তই কার রে দালাল তাহেহির নাকি দেওয়ান বাগির পারলে সামনে আস দেখি তোর কতো সাহস।,0,religion
? এ আপনি বলেছেন বাংলাদেশের প্রথম রাষ্ট্রপতি সৈয়দ নজরুল ইসলাম !!! ভেবে দেখেননি ভারপ্রাপ্ত বলা উচিত ছিল।,0,politics
বাংলার জমিনে সিহং পুরুষ হলেন আমির হামজা,0,religion
সাকিব বাংলাদেশ ক্রিকেতে খাদ্যে লবণের মত,0,sports
হায়রে বাংলাদেশের।,0,crime
আপনারাই তো তাকে খোঁচা দিয়ে দুই পয়সা কামাওঅতিন্দরনাথ তোমাদের মত না যে গল্প শুনাচ্ছ,0,"Meme, TikTok and others"
সাকিব পুরোপুরি ষড়যন্ত্রের শিকারআর এ ষড়যন্ত্রের পেছনে মূখ্য ভূমিকা পালন করছে স্বয়ং বিসিবি বোড কর্তারাইআমরা পাপনের পদত্যাগ চাই,0,sports
এখানে থাকবে চেয়ার টেবিল বিছানা আর বালিস কেন।।,0,crime
আমার চখ দিইয়া পানি আসে দেখলে ফাসি,0,entertainment
অনেক ভালো লাগলো স্যার।চোরের কিছু তথ্য জানতে পারলাম।আশা রাখি এই রকম আরো কিছু তথ্য পাবো ইনশাআল্লাহ।।।,0,politics
"দল যার যার , ভোট নৌকার ।",0,celebrity
"যাক, বমির বেগ কমেছে তাহলে শেষ পর্যন্ত।🙂",0,celebrity
সব নাস্তিক দল,0,religion
রাইট বলছেন,0,religion
কাউকে এভাবে ফলো করা ঠিক নয়। খারাপ কাজ করলেও তার প্রাইভেসি নষ্ট করা ঠিক নয়।,0,crime
দেশে খুন ধর্ষন বেড়েই চলছে এইটা কিন্তু আওয়ামিলীগ সরকার এর উন্নয়ন,0,crime
ভারতীয় রা জংগী কাশ্মীর রা নয়,0,"Meme, TikTok and others"
এরা আলেমদের ছোট করার চেষ্টা করছে এরা হুজুরকে তো কথা বলতে দিচ্ছেই না।,0,religion
জনগন বোকা চোদা না কানা ভাই !! আপনার নাটক সবাই বুঝে,0,politics
নুনুসুজনপাপনএই তিনজন দায়ী দেশের ক্রিকেট নষ্ট করেছে,0,sports
বাংলাদেশের আইন নটম্বারের কারনে তারা এতো প্রস্রয় তাই আমরা সাধারন মানুষেরা তাদেরকে পতিহতকরতেহবে।,0,religion
আল্লাহ গজব দাও,0,religion
